nm,X2016.10.31,X2016.9.30,X2016.8.31,X2016.7.29,X2016.6.30,X2016.5.31,X2016.4.29,X2016.3.31,X2016.2.26,X2016.1.30,X2015.12.31,X2015.11.30,X2015.10.30,X2015.9.30,X2015.8.31,X2015.7.31,X2015.6.30,X2015.5.29,X2015.4.30,X2015.3.31,X2015.2.26,X2015.1.30,X2014.12.31,X2014.11.28,X2014.10.31,X2014.9.30,X2014.8.29,X2014.7.31,X2014.6.30,X2014.5.30,X2014.4.30,X2014.3.31,X2014.2.27,X2014.1.27,X2013.12.31,X2013.11.29,X2013.10.31,X2013.9.30,X2013.8.30,X2013.7.31,X2013.6.28,X2013.5.31,X2013.4.30,X2013.3.29,X2013.2.27,X2013.1.31,X2012.12.28,X2012.11.30,X2012.10.31,X2012.9.28,X2012.8.31,X2012.7.31,X2012.6.29,X2012.5.31,X2012.4.30,X2012.3.30,X2012.2.29,X2012.1.31,X2011.12.30,X2011.11.30,X2011.10.31,X2011.9.30,X2011.8.31,X2011.7.29,X2011.6.30,X2011.5.31,X2011.4.29,X2011.3.31,X2011.2.25,X2011.1.28,X2010.12.31,X2010.11.30,X2010.10.29,X2010.9.30,X2010.8.31,X2010.7.30,X2010.6.30,X2010.5.31,X2010.4.30,X2010.3.31,X2010.2.26,X2010.1.29,X2009.12.31,X2009.11.30,X2009.10.30,X2009.9.30,X2009.8.31,X2009.7.31,X2009.6.30,X2009.5.27,X2009.4.30,X2009.3.31,X2009.2.27,X2009.1.21,X2008.12.31,X2008.11.28,X2008.10.31,X2008.9.30,X2008.8.29,X2008.7.31,X2008.6.30,X2008.5.30,X2008.4.30,X2008.3.31,X2008.2.29,X2008.1.31,X2007.12.31,X2007.11.30,X2007.10.31,X2007.9.29,X2007.8.31,X2007.7.31,X2007.6.29,X2007.5.31,X2007.4.30,X2007.3.30,X2007.2.27,X2007.1.31,X2006.12.29,X2006.11.30,X2006.10.31,X2006.9.29,X2006.8.31,X2006.7.31,X2006.6.30,X2006.5.30,X2006.4.28,X2006.3.31,X2006.2.27,X2006.1.25,X2005.12.30,X2005.11.30,X2005.10.31,X2005.9.30,X2005.8.31,X2005.7.29,X2005.6.30,X2005.5.31,X2005.4.29,X2005.3.31,X2005.2.25,X2005.1.31,X2004.12.31,X2004.11.30,X2004.10.29,X2004.9.30,X2004.8.31,X2004.7.30,X2004.6.30,X2004.5.31,X2004.4.30,X2004.3.31,X2004.2.27,X2004.1.30,X2003.12.31,X2003.11.28,X2003.10.31,X2003.9.30,X2003.8.29,X2003.7.31,X2003.6.30,X2003.5.30,X2003.4.30,X2003.3.31,X2003.2.27,X2003.1.28,X2002.12.31,X2002.11.29,X2002.10.31,X2002.9.30,X2002.8.30,X2002.7.31,X2002.6.28,X2002.5.31,X2002.4.30,X2002.3.29,X2002.2.27,X2002.1.31,X2001.12.31,X2001.11.30,X2001.10.31,X2001.9.28,X2001.8.31,X2001.7.31,X2001.6.29,X2001.5.31,X2001.4.30,X2001.3.30,X2001.2.27,X2001.1.31,X2000.12.30,X2000.11.30,X2000.10.31,X2000.9.30,X2000.8.31,X2000.7.31,X2000.6.30,X2000.5.31,X2000.4.29,X2000.3.31,X2000.2.29,X2000.1.31
1205,0.7578,3.0161,5.3572,7.3211,4.2042,3.2767,1e-04,6.4101,7.4534,0.3184,4.4555,2.5001,11.228,12.4624,-0.8219,-2.3316,-0.9435,-0.1568,4.8023,5.0174,2.8916,3.5939,10.6135,4.2017,-0.4238,0.8198,3.7624,4.5873,7.2556,9.2566,1.449,8.2351,13.6364,5.6946,11.7021,4.0001,8.6958,9.6227,7.2057,10.2427,1.4818,13.8167,7.299,8.8462,6.4691,9.1206,10.9587,10.2771,-1.9418,11.4793,12.6982,6.3552,5.5045,4.7618,0.55,7.6233,27.2266,17.1912,10.7693,-0.3237,13.3333,3.9756,1.1648,13.475,5.8939,12.9224,13.2745,12.5578,9.5457,13.4309,22.7642,14.341,13.2394,26.4583,22.2626,29.8779,15.2344,10.124,32.7847,40.7678,13.1249,28.5199,57.3334,50.2827,45.4129,67.5003,42.8572,82.7587,58.2945,119.3762,111.4834,158.5894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1206,0.7694,3.0188,5.401,7.3261,4.2107,3.2865,1e-04,6.4606,7.4793,0.3368,4.4775,2.5211,11.2498,12.472,-0.8186,-2.325,-0.9374,-0.1281,4.8485,5.0446,2.9018,3.6001,10.6281,4.2056,-0.4193,0.8434,3.7737,4.6148,7.2826,9.2701,1.4558,8.2537,13.6843,5.7143,11.7118,4.0247,8.7194,9.6775,7.2166,10.294,1.4884,13.8461,7.3784,8.8679,6.5089,9.1403,10.9649,10.3507,-1.9417,11.5208,12.7331,6.3681,5.5351,4.8143,0.5511,7.661,27.2499,17.2249,10.8333,-0.2916,13.3604,4.2235,1.2461,13.546,6.0142,13.0674,13.3334,13.016,9.6297,13.5387,22.8572,14.3609,13.5134,26.983,22.3057,30.0007,15.6401,10.1449,33.3333,42.6319,13.153,29.0761,57.8463,52.8149,46.8686,67.9652,43.0625,84.8451,59.0475,134.5683,122.9169,245.3058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1207,0.7765,3.0189,5.4053,7.3309,4.2132,3.2903,1e-04,6.5215,7.519,0.339,4.4842,2.5276,11.2499,12.4858,-0.8099,-2.3148,-0.9176,-0.1089,4.8817,5.0661,2.9166,3.6111,10.6508,4.2056,-0.4059,0.85,3.7803,4.6781,7.2834,9.2836,1.4623,8.2678,13.7331,5.7202,11.8161,4.1095,8.7276,9.7047,7.2398,10.2976,1.497,13.9112,7.4074,8.9094,6.5144,9.1666,11,10.3951,-1.9306,11.5255,12.793,6.3998,5.5407,4.9011,0.56,7.7656,27.3437,17.2806,10.8591,-0.2258,13.5429,4.2857,1.266,13.5577,6.1351,13.1581,13.4146,13.0529,9.7461,13.5924,23.0769,14.6952,13.5428,27.1216,22.4082,30.252,16.25,10.2816,33.5065,42.8571,13.1852,29.9383,58.788,53.9082,47.3274,68.0525,45.7142,90.0331,68.1418,153.6583,167.7919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1208,0.7783,3.0197,5.4172,7.3642,4.2373,3.3049,1e-04,6.5259,7.5395,0.3479,4.4906,2.5346,11.25,12.5001,-0.7417,-2.2727,-0.9173,-2e-04,4.8851,5.0691,2.9267,3.6144,10.6559,4.2255,-0.3862,0.8522,3.8055,4.6999,7.2836,9.2895,1.4777,8.3333,13.735,5.7905,11.8343,4.1294,8.7365,9.7525,7.3483,10.321,1.4983,13.924,7.527,8.9284,6.5749,9.1787,11.0224,10.4001,-1.9094,11.5578,12.8118,6.4103,5.5961,4.9481,0.5815,7.8126,27.4508,17.3047,10.8789,-0.1815,13.6186,4.3011,1.3307,13.7017,6.1536,13.2702,13.566,13.2076,9.9099,13.774,23.1733,14.7239,13.602,27.1522,22.4639,30.965,16.3692,10.345,33.8089,43.0774,13.3335,30.0381,59.1551,53.9973,48.333,69.5466,49.6772,94.4718,68.1527,161.504,256.3153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1209,0.78,3.0238,5.4186,7.3669,4.2697,3.3056,2e-04,6.549,7.5426,0.3585,4.5093,2.5425,11.2643,12.5001,-0.7301,-2.2436,-0.8967,-1e-04,4.9022,5.1073,2.9411,3.6422,10.6848,4.2399,-0.3704,0.8538,3.8251,4.7355,7.2876,9.3145,1.4816,8.3549,13.7441,5.8182,11.8507,4.1666,8.7913,9.756,7.4076,10.3703,1.5088,13.9366,7.5334,8.9285,6.6351,9.2197,11.0577,10.4213,-1.9092,11.5852,12.9119,6.4723,5.7143,4.9667,0.6272,7.8432,27.4512,17.4359,10.9034,-0.16,13.6472,4.4358,1.3332,13.7382,6.166,13.3015,13.6546,13.4535,10.0001,14.23,23.2702,14.8233,13.6031,27.3632,22.5531,30.9697,16.3797,10.4602,34.6682,43.1748,13.3761,30.3148,60.5505,54.5158,50.5158,70.188,50.1974,98.6249,72.3212,186.6304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1210,0.7898,3.0303,5.4189,7.3966,4.2734,3.3077,2e-04,6.5788,7.5759,0.4,4.5382,2.5498,11.2726,12.5561,-0.6669,-2.212,-0.8865,-1e-04,4.9181,5.1254,2.9579,3.6499,10.7206,4.264,-0.3379,0.8639,3.8253,4.7394,7.3634,9.3304,1.5021,8.3701,13.8564,5.8394,11.8752,4.184,8.8001,9.805,7.4222,10.51,1.515,13.9875,7.5436,8.9418,6.6463,9.224,11.0812,10.4839,-1.8964,11.6279,12.9225,6.4886,5.7219,5.0847,0.6289,7.8949,27.5182,17.4668,10.929,-0.1474,13.6489,4.5803,1.3954,14.0747,6.2148,13.3597,13.669,13.4751,10.274,14.2413,23.3217,14.8431,13.6281,27.44,23.1527,31.7307,16.7517,10.6665,35.0157,43.2097,13.4885,31.4609,60.5579,55.2239,50.8531,72.2417,52.7094,100.6883,98.4618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1211,0.7936,3.0435,5.5554,7.4075,4.3063,3.3183,2e-04,6.59,7.619,0.4056,4.5452,2.564,11.3104,12.558,-0.6367,-2.1998,-0.8863,-1e-04,4.9268,5.1327,2.9801,3.6554,10.7484,4.2855,-0.3288,0.8697,3.8347,4.7395,7.38,9.346,1.5198,8.4407,13.9538,5.8641,11.9007,4.2072,8.8434,9.8244,7.4358,10.5505,1.5154,13.9953,7.6389,8.9431,6.6667,9.2368,11.085,10.5262,-1.8383,11.6281,12.9253,6.5109,5.7579,5.1075,0.635,7.9998,27.6472,17.5001,10.9649,-3e-04,13.674,4.5992,1.3987,14.1068,6.2255,13.6365,13.9101,13.5385,10.3106,14.2604,23.3829,15.2882,14.1817,27.6074,23.1546,32.3369,16.7627,10.9091,35.135,43.6003,14.0242,32.5112,60.7141,56.3519,52.1739,73.2141,53.1347,103.7034,102.6549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1212,0.7967,3.0445,5.6034,7.4117,4.3361,3.3333,0.1004,6.6179,7.623,0.4115,4.5671,2.5958,11.3635,12.5684,-0.6343,-2.1819,-0.8727,-1e-04,4.9276,5.1491,2.985,3.6586,10.7492,4.2857,-0.3208,0.8811,3.8399,4.7556,7.3875,9.3878,1.5421,8.4418,13.9617,5.8824,11.9047,4.2088,8.8681,9.8337,7.4786,10.5713,1.6275,14.0066,7.6925,8.9495,6.6858,9.2436,11.1111,10.5263,-1.8334,11.6609,12.9402,6.5493,5.7854,5.1726,0.7228,8.0165,27.8046,17.5143,11.0764,-2e-04,13.7097,4.6083,1.4085,14.1175,6.2713,13.6884,13.9425,13.557,10.3203,14.2857,23.5715,15.5555,14.4445,27.6284,23.1807,32.5715,16.8556,11.7889,35.1852,44.1747,14.6247,34.0207,60.7896,56.6082,52.4994,77.3721,53.957,107.9469,153.1791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1213,0.8107,3.0652,5.6213,7.4238,4.3478,3.3334,0.1184,6.6284,7.6271,0.4185,4.6276,2.5978,11.3839,12.577,-0.6286,-2.1686,-0.8596,0,4.9999,5.1661,2.9851,3.6734,10.7843,4.321,-0.3144,0.9025,3.8737,4.762,7.4001,9.3962,1.5564,8.5839,13.9683,5.9017,11.9149,4.2814,8.8758,9.8628,7.4891,10.6123,1.6708,14.0776,7.7319,8.9605,6.6891,9.2591,11.1113,10.5263,-1.8292,11.6737,13.0201,6.5918,5.7987,5.1904,0.762,8.0577,27.8353,17.5298,11.0805,-2e-04,13.7255,4.673,1.4161,14.1321,6.2869,13.7057,14.0811,13.7439,10.4293,14.3452,23.6641,15.9421,14.472,27.7133,23.6325,32.7192,17.0868,11.97,35.4166,44.9104,14.8,35.0179,62.2916,57.0588,52.9411,81.7795,62.6534,109.3333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1214,0.8163,3.0711,5.6853,7.444,4.3657,3.3629,0.1255,6.6436,7.6281,0.4366,4.6358,2.6032,11.408,12.6169,-0.6173,-2.1644,-0.8387,0,4.9999,5.1663,3.0044,3.6765,10.8024,4.3477,-0.3049,0.9069,3.9241,4.762,7.4192,9.4119,1.5874,8.6176,14.0032,5.9925,11.9403,4.3165,8.955,9.9738,7.5074,10.7271,1.7239,14.1306,7.7694,8.9685,6.6973,9.2828,11.1516,10.5526,-1.7966,11.6979,13.0426,6.6169,5.825,5.214,0.7678,8.137,27.8541,17.5479,11.1354,-1e-04,13.7724,4.7516,1.4424,14.1597,6.3807,13.9379,14.0907,14.0468,10.5145,14.3598,23.7568,16.1138,14.8186,28.3989,23.6586,32.95,17.3226,12.4424,35.5932,45.7145,15.7232,35.1351,64.628,57.1603,53.3917,82.6089,83.594,112.2803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1215,0.8207,3.0808,5.703,7.491,4.3667,3.3742,0.1263,6.667,7.6315,0.4404,4.6594,2.6085,11.4892,12.7002,-0.6148,-2.1429,-0.828,0,5.0084,5.1914,3.0435,3.7037,10.836,4.3569,-0.2908,0.9455,3.9377,4.7795,7.4218,9.4339,1.5933,8.6615,14.0314,5.9958,11.9566,4.3672,9.0624,10,7.512,10.7357,1.7688,14.1513,7.8461,9.0067,6.7633,9.2896,11.2051,10.5571,-1.7545,11.7533,13.1068,6.6298,5.8824,5.2228,0.7853,8.1657,27.9199,17.6283,11.2753,-1e-04,13.7932,4.9508,1.4571,14.4165,6.5515,14.2626,14.1665,14.094,10.6228,14.7057,23.8374,16.1739,14.9144,28.4232,24.127,33.1418,17.5622,12.6,35.6211,45.977,16.1652,37.6811,66.559,58.6665,55.2235,83.6362,92.3333,122.4714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1216,0.8236,3.0811,5.7238,7.5001,4.3751,3.3756,0.1267,6.698,7.6334,0.4563,4.6845,2.6121,11.527,12.7519,-0.6035,-2.1301,-0.8238,0,5.0274,5.2001,3.0521,3.7211,10.8382,4.3718,-0.284,0.9569,3.9649,4.8212,7.4359,9.4377,1.5946,8.7431,14.0846,6.0186,11.9742,4.3688,9.091,10.0359,7.5134,10.7371,1.7722,14.1697,7.8556,9.0162,6.8147,9.3117,11.2277,10.5769,-1.7269,11.787,13.1398,6.6431,5.8848,5.2627,0.8002,8.1966,27.9865,17.647,11.2903,-1e-04,13.8095,4.9918,1.4611,14.5587,6.5624,14.3507,14.1756,14.2377,10.6451,14.7169,23.8433,16.279,15.3524,28.9858,24.4231,33.3876,17.6077,12.8533,35.7752,46.2094,16.6667,37.8052,66.9116,59.0911,57.9933,84.8413,138.4372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1217,0.824,3.0972,5.747,7.5017,4.3791,3.3979,0.1571,6.7146,7.6471,0.4567,4.697,2.6218,11.5321,12.7595,-0.5847,-2.0931,-0.7721,2e-04,5.0339,5.2631,3.0535,3.7474,10.8449,4.407,-0.2681,0.9746,3.9856,4.8309,7.5281,9.4528,1.6349,8.8071,14.138,6.024,11.9861,4.4983,9.1325,10.0704,7.5175,10.745,1.7858,14.2638,7.8948,9.0424,6.8403,9.3994,11.2498,10.638,-1.7172,11.8001,13.2076,6.7108,5.9347,5.2631,0.8682,8.2352,28.0769,17.6471,11.3026,-1e-04,13.9609,5.0002,1.4828,14.682,6.5935,14.4759,14.186,14.5632,10.8321,15.2149,24.031,16.2979,15.3616,29.0397,24.8742,33.557,17.647,13.1014,36.6668,46.4851,16.7382,40.7407,67.184,61.2904,59.6243,103.8114,147.7275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1218,0.8264,3.1007,5.7888,7.5033,4.3826,3.4,0.207,6.7227,7.6667,0.4784,4.712,2.6945,11.6008,12.7753,-0.5839,-2.0896,-0.7574,3e-04,5.0633,5.2632,3.0535,3.7734,10.8483,4.4187,-0.245,0.984,4.0303,4.8956,7.5311,9.4695,1.6666,8.8135,14.151,6.0718,12.0098,4.5454,9.1346,10.0759,7.5204,10.8221,1.7897,14.2856,7.9518,9.0451,6.8783,9.4339,11.3139,10.6384,-1.7156,11.9266,13.2422,6.7867,5.9633,5.2632,0.8916,8.2784,28.2551,17.7086,11.3989,0,13.9665,5.0059,1.5179,14.6983,6.6665,14.4855,14.1962,14.5832,10.9132,15.3006,24.0632,16.3166,15.3847,29.3235,25.1984,33.6501,17.6708,13.1116,37.9461,46.7173,17.0001,41.2566,68.0177,64.7565,67.8162,107.1688,149.9998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1219,0.8266,3.1055,5.8284,7.5074,4.39,3.4485,0.2156,6.7263,7.6677,0.4875,4.7198,2.7027,11.6041,12.8619,-0.5681,-2.0298,-0.7406,0.1425,5.0849,5.2831,3.0675,3.8124,10.8656,4.4661,-0.2193,1.0204,4.0341,4.8965,7.5313,9.5,1.6949,8.8498,14.1883,6.1224,12.0171,4.5634,9.1566,10.0842,7.5405,10.8335,1.7911,14.2857,7.9999,9.0671,6.8815,9.5236,11.3205,10.6818,-1.7144,11.9402,13.3199,6.81,5.9882,5.2698,0.9462,8.3333,28.43,17.7177,11.4058,1e-04,13.9874,5.0736,1.5352,14.7057,6.6962,14.4889,14.2278,14.685,10.9276,15.3846,24.4186,16.3934,15.7007,29.3967,25.5606,34.2995,17.6811,13.592,38.202,47.2219,17.5438,41.8538,71.1605,67.9388,72.7275,140.9094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
